Name;Path;Cmp;A/N;Description;MAK Status
OIZ199;mvx/app/pgm/customer;CBR;C002044CBR002T;Rechnungsliste addons;test
OIZ199;mvx/out/obj;CBR;C002044CBR001T;Rechnungsliste;test
OIZ199;mvx/out/obj;CBR;C002044CBR002T;Rechnungsliste addons;test
OIZ405;mvx/app/pgm/customer;CBR;C001861CBR001T;Provisionsabrechnung;development
OIZ405;viewDef;CBR;C001861CBR001T;Provisionsabrechnung;development
OIZ406;mvx/app/pgm/customer;CBR;C001861CBR001T;Provisionsabrechnung;development
OIZ406;viewDef;CBR;C001861CBR001T;Provisionsabrechnung;development
OIZCAD;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
OIZCAD;mvx/app/pgm/customer;CBR;C001899CBR004T;Several bugs and modifications;test
OIZCAD;mvx/app/pgm/customer;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
OIZCAD;mvx/app/pgm/customer;CBR;T102080CBR002N;Vertragsmanagement der Partner Ergänzung. Issue with Project Date;test
OIZCAD;viewDef;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
OIZCAD;viewDef;CBR;C001899CBR004T;Several bugs and modifications;test
OIZCAD;viewDef;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
OIZCUC;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUC;viewDef;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUCConstants;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUCJD;HFix_OIZCUCJD_CBR_C001741CBR001N;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUCPrompts;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUCS1;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUCS2;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZCUO;mvx/app/pgm/customer;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
OIZCUO;viewDef;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
OIZIMP;mvx/app/pgm/customer;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
OIZIMPCL;mvx/app/pgm/customer;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
OIZPST;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZPST;viewDef;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZPSTMd;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZPSTUtil;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZRTVNBR;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OIZRTVNBR;mvx/app/pgm/customer;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
OOHEAD;HFix_OOHEAD_CBR_C001741CBR001N;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OOHEAD;HFix_OOHEAD_CBR_C002091CBR001N;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
OOHEADPI;mvx/app/pgm/customer;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
OOHEADPI;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
OOHEADPI;mvx/app/pgm/customer;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
OOHEADPI;mvx/app/pgm/customer;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
OOHEADPI;mvx/app/pgm/customer;CBR;T044169CRB002T;"Check against seasons when ""seasons & projects"" is activated";test
OOLINE;HFix_OOLINE_CBR_C001931CBR001N;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
OOLINEPI;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
OOLINEPI;mvx/app/pgm/customer;CBR;T044169CRB002T;"Check against seasons when ""seasons & projects"" is activated";test
OrderSeriesPromptUtil;mvx/app/pgm/customer;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
PayerDeterminationConstants;mvx/app/pgm/customer;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
PayerDeterminationUtil;mvx/app/pgm/customer;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
PCS281;mvx/app/pgm/customer;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
PDNHEA;HFix_PDNHEA_MVX_C002039MVX001T;MVX;C002039MVX001T;Gap 75 Verzollt / Unverzollt;test
PDS017MI;mvx/app/pgm;MVX;C001749MVX002T;PDM Interface Step 1 - Item, color, size, collection, goods group, SKU and KIT creation;test
PDS050;mvx/app/pgm/customer;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
PDS050;viewDef;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
POS100;mvx/app/pgm/customer;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POS100;mvx/app/pgm/customer;CBR;C001874CBR004N;Ticket # 45083 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;exported
POS100;mvx/app/pgm/customer;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
POS100;mvx/app/pgm/customer;CBR;C001926CBR002N;Ticket # 46745 : CBR-POMSonderkonditionen pro Quadratmeter bzw. proGewerk (CR 136) - migrate from 14.1.2;exported
POS100;mvx/app/pgm/customer;CBR;T104093CBR001N;Planned opening date issue on POS100/X;test
POS100;viewDef;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POS100;viewDef;CBR;C001676CBR010N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POS100;viewDef;CBR;C001926CBR002N;Ticket # 46745 : CBR-POMSonderkonditionen pro Quadratmeter bzw. proGewerk (CR 136) - migrate from 14.1.2;exported
POS195;mvx/app/pgm/customer;CBR;C001874CBR009N;#102728 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung;test
PositionEnum;mvx/app/pgm/customer;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
POZ100BE;mvx/app/pgm/customer;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POZ100BE;mvx/app/pgm/customer;CBR;C001874CBR004N;Ticket # 45083 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;exported
POZ100PromptUtil;mvx/app/pgm/customer;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POZConstants;mvx/app/pgm/customer;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POZConstants;mvx/app/pgm/customer;CBR;C001676CBR011N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2. Issue resolution.;exported
POZConstants;mvx/app/pgm/customer;CBR;C001676CBR012N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2. Changing sub element for partial invoice.;exported
POZINV;mvx/app/pgm/customer;CBR;C001874CBR002N;T # 45386, CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;development
POZINV;viewDef;CBR;C001874CBR002N;T # 45386, CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;development
POZINVS1;mvx/app/pgm/customer;CBR;C001874CBR002N;T # 45386, CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;development
POZINVS2;mvx/app/pgm/customer;CBR;C001874CBR002N;T # 45386, CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;development
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR013N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2. Correcting partial invoice amount for additional items.;exported
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR014N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2.;exported
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR015N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2. Item numbers should be updated for partial invoice.;exported
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR016N;Ticket # 45083 - Projekteröffnungsmaske - migrate from 14.1.2. Partial and normal invoice lines should be in correct order in final invoice.;test
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR017N;"Ticket # 45083 - Projekteröffnungsmaske - migrate from 14.1.2. Partial invoice amount should be positive and description should be correct.
   ";test
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR018N;"Ticket # 45083 - Projekteröffnungsmaske - migrate from 14.1.2. Partial invoice amount should be positive and description should be correct.
   ";test
POZINVUtil;mvx/app/pgm/customer;CBR;C001676CBR019N;Ticket # 45083 - Projekteröffnungsmaske - migrate from 14.1.2. Adding the description of invoices.;test
POZINVUtil;mvx/app/pgm/customer;CBR;C001874CBR008N;Ticket # 45083 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung . New patches and CRs - migrate from 14.1.2;exported
POZINVUtil;mvx/app/pgm/customer;CBR;C001927CBR003N;T#46744 CBR Ablauf Sonderartikel - Generieren Rechnung - Migrate from 14.1;exported
PPMNGDNT;mvx/app/pgm;MVX;C001882MVX002T;Logistics interface (goods receipt - fix PPMNGDNT);development
PPMNGDNT;mvx/app/pgm/customer;CBR;C001907CBR001N;"Ticket : 44641 : GAP79 Creating QI-random samples
";development
PPS095;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
PPS095;viewDef;CBR;C002049CBR001T;Meilensteinplan;approved
PPS101;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS101;viewDef;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS170;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
PPS170;mvx/app/pgm/customer;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
PPS170;viewDef;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
PPS171;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
PPS171;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS171;viewDef;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
PPS171;viewDef;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS200;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS200;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
PPS200;mvx/app/pgm/customer;CBR;C002049CBR002T;Meilensteinplan corrs.;approved
PPS200;viewDef;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS200;viewDef;CBR;C002049CBR001T;Meilensteinplan;approved
PPS201;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS201;viewDef;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS220;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
PPS220;mvx/app/pgm/customer;CBR;C002030CBR001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
PPS220;mvx/app/pgm/customer;CBR;C002037CBR001T;GAP81 Verteilung Gut Menge;development
PPS220;viewDef;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
PPS220;viewDef;CBR;C002030CBR001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
PPS220;viewDef;CBR;C002037CBR001T;GAP81 Verteilung Gut Menge;development
PPS250;mvx/app/pgm/customer;CBR;C001641CBR001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
PPS250;viewDef;CBR;C001641CBR001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
PPS295;viewDef;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
PPS310MI;mvx/app/pgm;MVX;C002030MVX001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
PPS360;mvx/app/pgm/customer;CBR;C002039CBR001T;Gap 75 Verzollt / Unverzollt;test
PPS360;viewDef;CBR;C002039CBR001T;Gap 75 Verzollt / Unverzollt;test
PPS370MI;mvx/app/pgm;MVX;C001606MVX002T;TempFix PPS370MI getDS / getInDS;approved
PPS601;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
PPS608;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
PPS912;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPS914;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
PPZ001MI;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
PPZ360MI;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
PPZUEF;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
PPZUEF;mvx/app/pgm/customer;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
PPZUEFCL;mvx/app/pgm/customer;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
QPS601;mvx/app/pgm/customer;CBR;C001676CBR009N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2;exported
QPS601;mvx/app/pgm/customer;CBR;C001676CBR012N;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2. Changing sub element for partial invoice.;exported
QPS601;mvx/app/pgm/customer;CBR;C001874CBR004N;Ticket # 45083 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;exported
QPS601;mvx/app/pgm/customer;CBR;C001874CBR008N;Ticket # 45083 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung . New patches and CRs - migrate from 14.1.2;exported
QPS601;mvx/app/pgm/customer;CBR;C001927CBR003N;T#46744 CBR Ablauf Sonderartikel - Generieren Rechnung - Migrate from 14.1;exported
SalesPromotionUtil;mvx/app/pgm/customer;CBR;C001931CBR002N;terna#101487 — MKM-Salespromotion. Missed this class in previous Action Number;test
SaleStructurePrompts;mvx/app/pgm/customer;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
sAPZ110MIRAddInvoiceLine;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MIRApproveInvoice;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MIRChgSuspenseAcc;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MIRControlInvoice;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MIRGetVoucher;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MIRSubmitRecoding;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MISChgSuspenseAcc;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MISControlInvoice;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sAPZ110MISGetVoucher;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sARS115DS;mvx/app/ds;CBR;C001683CBR002T;multiple text on standard letter - migration from 14.1.2;exported
sARZICIDS;mvx/app/ds;CBR;C001918CBR002T;Intercompany Invoicing - migration from 14.1.2;exported
sCAZADODS;mvx/app/ds;CBR;C001907CBR001N;"Ticket : 44641 : GAP79 Creating QI-random samples
";development
sCAZCREDS;mvx/app/ds;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
sCRS111MIRZUpdate;mvx/app/ds;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
sCRS610MIRZChgCustomer;mvx/app/ds;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
sCRS610MIRZChgCustomer;mvx/app/ds;CBR;T103308CBR001T;Erweiterung CRS610MI/ZChgCustomer um das Feld RMCT;test
sCRS692MIRZAdd;mvx/app/ds;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
sCRS692MIRZDelete;mvx/app/ds;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
sCRS692MIRZUpdate;mvx/app/ds;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
sCRZ235MIRAddAddress;mvx/app/ds;CBR;C001570CBR002T;PMT Ladenbau CRZ235MI - migration from 14.1.2;exported
sCRZ235MIRGetAddress;mvx/app/ds;CBR;C001570CBR002T;PMT Ladenbau CRZ235MI - migration from 14.1.2;exported
sCRZ235MIRUpdateAddress;mvx/app/ds;CBR;C001570CBR002T;PMT Ladenbau CRZ235MI - migration from 14.1.2;exported
sCRZ235MISGetAddress;mvx/app/ds;CBR;C001570CBR002T;PMT Ladenbau CRZ235MI - migration from 14.1.2;exported
sCRZ945MIRZAdd;mvx/app/ds;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
sCRZ945MIRZDelete;mvx/app/ds;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
sCRZ945MIRZUpdate;mvx/app/ds;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
sCRZ949MIRZAdd;mvx/app/ds;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
sCRZ949MIRZDelete;mvx/app/ds;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
sCRZ949MIRZUpdate;mvx/app/ds;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
sCRZ980MIRAddTxtBlockHead;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZ980MIRAddTxtBlockLine;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZ980MIRDltTxtBlockLins;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZ980MIRRtvNewTextID;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZ980MIRSetTextID;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZ980MISAddTxtBlockLine;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZ980MISRtvNewTextID;mvx/app/ds;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
sCRZCAVMIRDel;mvx/app/ds;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
sCRZCAVMIRGet;mvx/app/ds;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
sCRZCAVMIRLst;mvx/app/ds;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
sCRZCAVMIRUpd;mvx/app/ds;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
sCRZCAVMISGet;mvx/app/ds;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
sCRZCAVMISLst;mvx/app/ds;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
sCRZSCSDS;mvx/app/ds;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
sCRZURLMIRAdd;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMIRChkRsltCnt;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMIRDel;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMIRGet;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMIRLst;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMIRUpd;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMISChkRsltCnt;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMISGet;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sCRZURLMISLst;mvx/app/ds;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
sDSZDSC;mvx/app/ds;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
sGLZ850MIRAddLine;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sGLZ850MIRDeleteEntry;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sGLZ850MIREndEntry;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sGLZ850MIRStartEntry;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sGLZ850MISAddLine;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sGLZ850MISEndEntry;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sGLZ850MISStartEntry;mvx/app/ds;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
sIFZ000MIRAddIntfHead;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MIRAddIntfLine;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MIRChgIntfHead;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MIRDltIntfData;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MIRPrcIntfData;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MIRRstIntf;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MISAddIntfHead;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIFZ000MISLstDefIntf;mvx/app/ds;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
sIOZPORDS;mvx/app/ds;CBR;C001660CBR006T;POS (cash desk) interface - migration from 14.1.2;exported
sLIZ660DS;mvx/app/ds;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
sMKZBPADS;mvx/app/ds;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
sMMZ025MIRZDltAlias;mvx/app/ds;CBR;C002069CBR001T;Import Artikel - Erweiterung um die Felder ETRF/ITRF/IHEI/ILEN/IWID - Packstücke - Farbe je Saison;test
sMMZ200MIRZUpdItmBasic;mvx/app/ds;CBR;C002069CBR001T;Import Artikel - Erweiterung um die Felder ETRF/ITRF/IHEI/ILEN/IWID - Packstücke - Farbe je Saison;test
sMMZ850MIRAddAdjust;mvx/app/ds;CBR;C001982CBR001T;Logistics interface (WHM);development
sMMZ850MIRAddQty;mvx/app/ds;CBR;C001982CBR001T;Logistics interface (WHM);development
sMMZ850MIRDeleteStkTran;mvx/app/ds;CBR;C001982CBR001T;Logistics interface (WHM);development
sMMZ850MISAddAdjust;mvx/app/ds;CBR;C001982CBR001T;Logistics interface (WHM);development
sMMZ850MISAddQty;mvx/app/ds;CBR;C001982CBR001T;Logistics interface (WHM);development
sMMZCCWDS;mvx/app/ds;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
sMMZEXPDS;mvx/app/ds;CBR;C001860CBR001N;#45040 : GAP1_2 Schnittstelle MobiMedia M3 Export - Program driver (Chapter 1.4.2);development
sMMZMAVMIRDel;mvx/app/ds;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
sMMZMAVMIRGet;mvx/app/ds;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
sMMZMAVMIRLst;mvx/app/ds;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
sMMZMAVMIRUpd;mvx/app/ds;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
sMMZMAVMISGet;mvx/app/ds;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
sMMZMAVMISLst;mvx/app/ds;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
sMMZPLNMIRGetBudgetPlan;mvx/app/ds;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
sMMZPLNMIRUpdBudgetPlan;mvx/app/ds;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
